label,text
1,I already don't like buffets so when I came here after having to wait in line for 40 mins I was seriously disappointed. Most of the food was just standard fare with some of the Middle Eastern stuff being interesting. Unlike the Bellagio where I ate until I felt like my stomach would pop I ate very sparingly here.\n\nThe only memorable thing that happened here was my friend telling me that he wanted me to go with him to the 24 hr marriage chapel to be the witness (and take pics) so he could get hitched with his girl that nite..  while I was trying to get some lamb chops..  it seemed kinda surreal at the moment.
2,"Right of the bat staff was super friendly. We were Seated almost immediately. As I was checking in I was about to redeem the check in special when I turned around our server was already on it! Nice! My burger was cooked to perfection (medium-rare) kids cleaned their plates (rare for my kiddos) a lil unconventional with the whole burgers w/ no fries. which adds to \""a bit on the pricey side\""\n\nnot once did I think it was dirty nor poor service. quite the opposite. I was expecting attitude because of the setting in the upscale trendy palazzo hotel. but I was met with a cheerful and casual setting. \n\nin short try it out its still a great burger even if it doesn't come a accompanied w/ fries....:-("
1,"Look, I'm trying to not be super critical here. They're friendly, the store's clean, and they want to help...but their selection is sub par at best. They're basically a large mall kiosk. If you want to buy an ego starter kit, or a low-end clone, or happen to particularly LOVE pink spot juice (which is all they carry, as a white-label brand) then these guys are the ticket. If you want a legit juice brand, or a non knock off brand products you're going to have to go elsewhere."
0,This place is disgusting.  Horrible customer service and they are lucky I didnt go to higher people and complain. The manager was really rude and treated me like shit. She was mad when I asked for a new burger throwing my burger in th a trash and telling me I was a problem. Because it was morning and know one else was there she got away with it her terrible attitude. Dont go to this fatburger!
4,"Earl of Sandwich is probably one of the spots I go to eat whenever I am in Vegas.  It's open 24 hours, which is great for after clubbing eats or even a quick meal before clubbing and/or a night of bar hopping.  I have been here a number of times and always try something different.  So far everything has been really good with the exception of one sandwich that i think was given to me in error.  Overall, I think this place is a gem of a place because it's cheap, tasty, quick, lots of different hot sandwiches, salads, and wraps to choose from, and is open 24 hours a day."
2,"So we were looking on yelp for some place new to order from and decided to try Those Guys Pies.\n\nWe ordered the Maui Wowie Pizza, an Original Cheesteak sandwich a order of wings and a 2 liter bottle of soda. The total was just over $40.00\n\nThe guy who took the order over the phone was friendly, the delivery guy was friendly. The food arrived in about 30 minutes.\n\nAs far as the food goes, for the price,  I was hoping it would be tastier than it was.\n\nThe wings and sandwich were pretty good. I wasn't as impressed with the pizza. \n\nIt wasn't bad, but I really wasn't overly impressed. I'll probably try it again at some point in the future."
2,Their rotating beer selection is legit. A staple year round selection is the McLovin
4,"Definitely one of the best seafood buffets I've been to! Pricey, as are most of the buffets in Vegas, but worth it! They have this shrimp and lobster tail medley which always has a line. \n\nWe signed up for this text message service that texts us a couple times a week to get deals on things in Vegas. We ended up saving 10$ off each person at this buffet. \n\nDefinitely look for coupons before going. Would definitely recommend this place if you're a lover of seafood."
1,"this is a beautiful casino, but unless you are dressed like you have thougsands of dollars to spend, don't expect any service or any room at the tables."
1,"this casino is under construction.  not just a little - a LOT.  the casino that is actually open is like a sad depressing version of what vegas *should* be.  don't listen to whoever says the upgraded area is nice.  it's not.  it's a cheap IKEA version of what a real casino is.  anyone with an eye for cheap knock-offs can tell you that.  \n\nmy bf and i arrived late on friday night, and i thought we'd definitely stay around the casino and get buzzed and go bed before 3am, but after surveying what was available to do at the quad, we realized that staying there would be WORSE than not having come to vegas at all.  i think my boyfriend said something like \""if we stay and gamble here tonight i'll end up crying into my beer\""  we RAN AWAY to the mirage ASAP.\n\nthe hotel is disgusting.  i thought for sure we just didn't stay in an upgraded room, but after having read the other reviews - i think we actually did.  i. can't. believe. that.  and i'm not a picky girl.  i think i was in an upgraded room because the sheets were white.  apparently that's the upgrade?????  \n\nokay - the hotel gets one star for existing.  it gets two stars because the bed is actually comfortable.  the upgraded sheets are nice.  HOWEVER,  *every* other aspect of the room is terrible, and motel 6 beats it hands down - except for the bed.  i'm surprised we didn't find used needles on the carpet.  this place is like horror movie.\n\nmy bf has stayed at imperial palace many times before, and always says it's a great value because who spends time in their rooms in vegas?  even he was disgusted with the state of this place and thought they were letting the \""old\"" rooms go before they upgraded them.  unfortunately he was wrong.  that's just how they are.\n\nusually i console myself knowing that i saved a buttload of cash by staying in a cheaper but not as nice place, but after this experience, i think it's better to pay up."
